critic,fresh,imdb,publication,quote,review_date,rtid,title
Duane Byrge,rotten,88847.0,Hollywood Reporter,"While meticulously drawn, the film's characters are so stereotypically representative that only the lamest of moviegoers will not determine their respective backgrounds and problems long before the plodding movie does.",2015-02-13,14900.0,The Breakfast Club
Michael Booth,fresh,88847.0,Denver Post,"In nine hours of threatening, bickering and, eventually, poignant (but never maudlin) self-revelation, the stereotypes dissolve and re-form.",2007-07-27,14900.0,The Breakfast Club
Dave Kehr,fresh,88847.0,Chicago Reader,"John Hughes's 1985 film seems meant to explain 80s youngsters to yesterday's youth, and comes to the comforting conclusion that they're just as alienated, idealistic, and vulnerable as the baby boomers of the 1960s.",2007-07-18,14900.0,The Breakfast Club
Variety Staff,rotten,88847.0,Variety,"Does director John Hughes really believe, as he writes here, that 'when you grow up, your heart dies.' It may. But not unless the brain has already started to rot with films like this.",2007-07-18,14900.0,The Breakfast Club
,rotten,88847.0,Time Out,"An iconic movie of the '80s, with all the unappealing baggage that suggests.",2006-06-24,14900.0,The Breakfast Club
Roger Ebert,fresh,88847.0,Chicago Sun-Times,"The Breakfast Club doesn't need earthshaking revelations; it's about kids who grow willing to talk to one another, and it has a surprisingly good ear for the way they speak.",2004-10-23,14900.0,The Breakfast Club
Janet Maslin,rotten,88847.0,New York Times,"Mr. Hughes, having thought up the characters and simply flung them together, should have left well enough alone.",2003-05-20,14900.0,The Breakfast Club
James Berardinelli,fresh,88847.0,ReelViews,"In The Breakfast Club, Hughes has created a surprisingly enduring motion picture that is still effective 13 years after its theatrical debut.",2000-01-01,14900.0,The Breakfast Club
Jonathan Rosenbaum,fresh,95742.0,Chicago Reader,Consistently watchable and inventive.,2010-04-05,14462.0,A Nightmare on Elm Street 4: The Dream Master
Variety Staff,fresh,95742.0,Variety,"Robert Englund, receiving star billing for the first time, is delightful in his frequent incarnations as Freddy, delivering his gag lines with relish and making the grisly proceedings funny.",2009-03-26,14462.0,A Nightmare on Elm Street 4: The Dream Master
,rotten,95742.0,Time Out,"While some of the monotonous effects are strikingly surreal, Harlin's direction creates an atmosphere which is more morbid than scary.",2006-01-26,14462.0,A Nightmare on Elm Street 4: The Dream Master
Caryn James,rotten,95742.0,New York Times,"Though the Elm Street series contains the most intelligent premise in current genre films, none of the movies take much advantage of their potential.",2004-08-30,14462.0,A Nightmare on Elm Street 4: The Dream Master
Richard Harrington,rotten,95742.0,Washington Post,"As always, the teen actors are disposable, and even Robert Englund seems to be sleepwalking through Freddy.",2000-01-01,14462.0,A Nightmare on Elm Street 4: The Dream Master
Jonathan Rosenbaum,rotten,97981.0,Chicago Reader,The series here takes a depressing nosedive into zero-degree filmmaking.,2010-04-05,14987.0,A Nightmare on Elm Street: The Dream Child
Variety Staff,rotten,97981.0,Variety,Fifth edition of the hit Nightmare series is a poorly constructed special effects showcase.,2009-03-26,14987.0,A Nightmare on Elm Street: The Dream Child
,fresh,97981.0,Time Out,A flimsily plotted but visually impressive addition to the endless Freddy Krueger saga.,2006-01-26,14987.0,A Nightmare on Elm Street: The Dream Child
Caryn James,fresh,97981.0,New York Times,A genre film that won't totally insult your intelligence or your eyes.,2004-08-30,14987.0,A Nightmare on Elm Street: The Dream Child
Richard Harrington,rotten,97981.0,Washington Post,"As for Englund, he still looks as if he's been working at Domino's too long, and he still sounds as if he's stealing his material from Don Rickles.",2000-01-01,14987.0,A Nightmare on Elm Street: The Dream Child
Ron Pennington,rotten,80761.0,Hollywood Reporter,It's blatant exploitation of the lowest order.,2014-11-02,16819.0,Friday the 13th
,none,80761.0,Variety,,2013-01-22,16819.0,Friday the 13th
,none,80761.0,Newsday,,2009-02-13,16819.0,Friday the 13th
Roger Ebert,rotten,80761.0,Chicago Sun-Times,,2009-02-13,16819.0,Friday the 13th
James Berardinelli,rotten,80761.0,ReelViews,,2009-02-12,16819.0,Friday the 13th
,none,80761.0,Variety,,2008-09-11,16819.0,Friday the 13th
Dave Kehr,fresh,80761.0,Chicago Reader,"For all its shoddiness, the film manages, just barely, to achieve its ignoble goals -- it delivers what it promises.",2007-09-26,16819.0,Friday the 13th
,rotten,80761.0,Time Out,"A tame, poorly plotted serving of schlock, less horrific for its ketchup-smeared murders than for the bare-faced fashion in which it tries and fails to rip off Carpenter's Halloween in matters of style and construction.",2006-01-26,16819.0,Friday the 13th
Joseph Litsch,fresh,80761.0,Atlanta Journal-Constitution,The whole film is one of the best arguments for resuming movie censorship to come along in years.,2005-03-07,16819.0,Friday the 13th
,none,82418.0,Variety,,2009-03-26,16506.0,Friday the 13th Part 2
,none,82418.0,Time Out,,2006-01-26,16506.0,Friday the 13th Part 2
Roger Ebert,rotten,82418.0,Chicago Sun-Times,,2004-10-23,16506.0,Friday the 13th Part 2
Variety Staff,rotten,83972.0,Variety,"Friday the 13th was dreadful and took in more than $17 million. Friday the 13th Part 2 was just as bad and took in more than $10 million. Friday the 13th Part III is terrible, too.",2008-08-06,14236.0,Friday the 13th Part III
Janet Maslin,rotten,83972.0,New York Times,"Eventually, the novelty wears off, and what remains is the now-familiar spectacle of nice, dumb kids being lopped, chopped and perforated.",2004-08-30,14236.0,Friday the 13th Part III
,none,87298.0,Variety,,2008-07-07,14033.0,Friday the 13th: The Final Chapter
Janet Maslin,none,87298.0,New York Times,,2003-05-20,14033.0,Friday the 13th: The Final Chapter
Gene Siskel,rotten,91080.0,Chicago Tribune,"The murderous Jason is back in the latest chapter of the most offensive series in film history, unless Burt Reynolds makes three more Smokey and the Bandit pictures real quick.",2013-01-16,14523.0,Jason Lives: Friday the 13th Part VI
,none,91080.0,Variety,,2009-03-26,14523.0,Jason Lives: Friday the 13th Part VI
Caryn James,none,91080.0,New York Times,,2003-05-20,14523.0,Jason Lives: Friday the 13th Part VI
,none,95179.0,Variety,,2009-03-26,14875.0,Friday the 13th Part VII: The New Blood
Caryn James,none,95179.0,New York Times,,2003-05-20,14875.0,Friday the 13th Part VII: The New Blood
Richard Harrington,none,95179.0,Washington Post,,2000-01-01,14875.0,Friday the 13th Part VII: The New Blood
,none,97388.0,Variety,,2009-03-26,15544.0,Friday the 13th Part VIII: Jason Takes Manhattan
Trevor Johnston,fresh,97388.0,Time Out,"For what it's worth (very little), probably the best in the series.",2006-01-26,15544.0,Friday the 13th Part VIII: Jason Takes Manhattan
Richard Harrington,rotten,97388.0,Washington Post,"Among the passengers is a bright girl who's having visions of a drowning boy, her smarmy guardian, her concerned teacher, a boyfriend whose soon-to-be-late father is the ship's captain, and assorted high school stereotypes.",2000-01-01,15544.0,Friday the 13th Part VIII: Jason Takes Manhattan
Cliff Doerksen,rotten,373883.0,Time Out,,2011-11-18,586908241.0,Halloween
Joshua Rothkopf,rotten,373883.0,Time Out,,2011-11-17,586908241.0,Halloween
Frank Scheck,rotten,373883.0,Hollywood Reporter,"The result, though undeniably preferable to yet another misbegotten installment of the long-exhausted franchise, certainly doesn't compare to John Carpenter's landmark original film.",2007-12-12,586908241.0,Halloween
Ben Walters,fresh,373883.0,Time Out,"It's inanely-scripted exploitation, sure, but this 'Halloween' doesn't trivialise; it even returns with sympathy to one victim minutes after the attack that has left her bleeding on the floor.",2007-09-28,586908241.0,Halloween
Kyle Smith,fresh,373883.0,New York Post,"The Batman Begins of slasher movies, and one of the more frightening stabathons of recent years.",2007-09-12,586908241.0,Halloween
Owen Gleiberman,fresh,373883.0,Entertainment Weekly,It's a decent diversion.,2007-09-05,586908241.0,Halloween
Richard Harrington,rotten,373883.0,Washington Post,"Contains dialogue so nasty and stupid, you'd swear (right along with the characters) that the booker for Jerry Springer wrote it (Zombie did).",2007-09-04,586908241.0,Halloween
Bruce Demara,rotten,373883.0,Toronto Star,"Trick or treat? Rob Zombie's ""re-imagining"" of John Carpenter's 1978 horror classic Halloween must sadly be consigned to the former category and it's not even a very interesting, suspenseful trick at that.",2007-09-04,586908241.0,Halloween
Roger Moore,rotten,373883.0,Orlando Sentinel,"Rob Zombie's Halloween remake isn't scary, which is really all you need to know about it.",2007-09-04,586908241.0,Halloween
Lisa Rose,rotten,373883.0,Newark Star-Ledger,"Revamping the influential 1978 shocker Halloween for a new generation of viewers, director Rob Zombie offers a film with more sex, more violence, no humor and zero scares.",2007-09-04,586908241.0,Halloween
Matt Zoller Seitz,rotten,373883.0,New York Times,"The new Halloween has sympathy for the Devil, but not enough.",2007-09-04,586908241.0,Halloween
Jack Mathews,rotten,373883.0,New York Daily News,Rob Zombie's lousy remake of John Carpenter's 1978 slasher classic Halloween adds to the argument that horror movies are losing their box-office appeal because filmmakers no longer know how -- or have any desire -- to create genuine suspense.,2007-09-04,586908241.0,Halloween
Jason Anderson,rotten,373883.0,Globe and Mail,The most depressing thing of all is that Michael will likely survive even this dire endeavour.,2007-09-04,586908241.0,Halloween
Andrea Gronvall,rotten,373883.0,Chicago Reader,"The set-up is tediously slow, while the later murders are packed so tightly it's like watching a blender on high speed.",2007-09-04,586908241.0,Halloween
Tom Russo,rotten,373883.0,Boston Globe,"As a sensory experience, the redo is flat. Even if giving audiences a start were Zombie's strength, fans already know when the scares are coming.",2007-09-04,586908241.0,Halloween
Peter Hartlaub,rotten,373883.0,San Francisco Chronicle,"Even if you consider a Halloween remake sacrilege, you've got to like a truck stop bathroom that's even gnarlier than the one in Trainspotting.",2007-09-01,586908241.0,Halloween
Nathan Lee,fresh,373883.0,Village Voice,"The life and times of a fictional monster may not be as respectable a subject as a historical monster like, say, Idi Amin or Truman Capote, but Zombie's portrait is every bit as reverent, scrupulous, and deeply felt as any Oscar-grubbing horrorshow.",2007-08-31,586908241.0,Halloween
Adam Graham,rotten,373883.0,Detroit News,"Michael Myers is back. And no, you still shouldn't care.",2007-08-31,586908241.0,Halloween
Colin Covert,rotten,373883.0,Minneapolis Star Tribune,"Carpenter's original, a series of brilliant joy-buzzer jolts, treated the horror as a dark pop joke, courting our giggling disbelief. Zombie turns it somber.",2007-08-31,586908241.0,Halloween
John Monaghan,rotten,373883.0,Detroit Free Press,"With Halloween out of his system, maybe Zombie will get back to what he does best: fashioning semi-original ideas that borrow from earlier movies while avoiding outright remakes.",2007-08-31,586908241.0,Halloween
Dave Kehr,rotten,82495.0,Chicago Reader,"Rick Rosenthal, who directed this 1981 sequel, doesn't have Carpenter's expansive, affectionate way with stereotypical characters, and without it they're empty shells -- bodies waiting for the slaughter.",2007-08-27,14672.0,Halloween II
Variety Staff,rotten,82495.0,Variety,This uninspired version amounts to lukewarm sloppy seconds in comparison to the original film that made director John Carpenter a hot property.,2007-08-27,14672.0,Halloween II
